seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	direction	difference	KO1	KO2	KO3	KO4	KO5	WT1	WT2	WT3	WT4	WT5	WT6	WT7
chr5	143118498	143119193	696	*	20	2.12011568192133	0.337954535632443	7.22383236940755	5.11553889422066e-05	0.363522982670556	6446190	6446209	20	Hypermethylated	11	0.589516170989642	0.594895054525118	0.642684327270762	0.622860705810546	0.670706880933649	0.708492947614443	0.76635463604041	0.754238622672801	0.772036828359877	0.656747288749319	0.664717285914275	0.737676632349275
chr1	156485255	156485820	566	*	8	0.997646115442657	0.460106576369468	7.22308445216325	5.11553889422066e-05	0.363522982670556	1065609	1065616	8	Hypermethylated	15	0.420922945196107	0.416267572455241	0.495663198281912	0.426192587614664	0.518571593930473	0.571886353895431	0.594582353776095	0.448545932117395	0.536926661314838	0.592116167419317	0.51225795203819	0.598034704843503
chr6	146393456	146394679	1224	*	12	1.66317478282696	0.440651233016518	7.17535980057346	5.78278309781466e-05	0.366684052085083	7635387	7635398	12	Hypermethylated	14	0.528337881283832	0.583931293851381	0.532859900389845	0.493292722096895	0.640743603986999	0.647537857130581	0.699641315086866	0.692299202765816	0.651603742140791	0.628120433132777	0.629454564144648	0.672664969030212
chr9	29339327	29340108	782	*	11	1.50743642326489	-0.501966504975321	-7.1355382430672	6.338819934143e-05	0.366684052085083	10054042	10054052	11	Hypomethylated	-16	0.663406348122765	0.664823379355804	0.563018874419606	0.655372059639061	0.486196023873883	0.476209064879328	0.506361153003633	0.51036719034543	0.535555717468998	0.576326569117822	0.544283361634115	0.524020866141392
chr19	33043356	33043645	290	*	9	0.720935954137458	-0.544280662312426	-7.12905844778457	6.45002730140866e-05	0.366684052085083	19156349	19156357	9	Hypomethylated	-17	0.903770467711482	0.862839632239551	0.918861480158631	0.923338459821023	0.823442694987677	0.859282754136188	0.811769412261325	0.848481242506264	0.895104321102252	0.875446089937247	0.868177877048899	0.877170988940841
chr7	11316157	11317769	1613	*	42	2.77291940894626	0.274892812481567	7.06093052179429	7.673308341331e-05	0.408963355504375	7711040	7711081	42	Hypermethylated	9	0.806116271608699	0.742593563286399	0.780158605942626	0.793764216177122	0.80559441817772	0.844765877947543	0.882754215560563	0.87579811036087	0.849751753896779	0.832539354253335	0.819009536604791	0.830255628770428
chr4	57282383	57283403	1021	*	12	1.45051052098271	0.480418171558633	6.99932232009523	8.674174646722e-05	0.410939023888455	4373477	4373488	12	Hypermethylated	15	0.192882753485582	0.31158256708732	0.193118116115787	0.185920706979743	0.358978708978412	0.320956535465779	0.393491233389265	0.395788340143214	0.249197148546327	0.323391011702066	0.395449753889138	0.376972347158965
chr9	33639203	33639690	488	*	35	3.00152997798431	-0.416499749466131	-6.99627994761989	8.674174646722e-05	0.410939023888455	10089462	10089496	35	Hypomethylated	-13	0.767504937642557	0.615380458071828	0.622808037986437	0.74023354251566	0.790025922796087	0.651976055963534	0.700444777426823	0.525005891041166	0.663982959670374	0.623832595061888	0.654333686754482	0.72687634405436
chr13	59873941	59874689	749	*	31	2.94261016078405	-0.302942291984412	-6.89399364972213	0.000107871146247697	0.446539417294773	14490720	14490750	31	Hypomethylated	-10	0.414509312075478	0.343242367618242	0.390203117966698	0.374775893022698	0.34529182839428	0.233445056985521	0.40912532526824	0.280548010459063	0.177268954269144	0.228176418500288	0.277866464242006	0.320514578133728
chr17	31958607	31959426	820	*	20	2.38915414144516	-0.353358659643866	-6.89157751398938	0.000107871146247697	0.446539417294773	17652022	17652041	20	Hypomethylated	-11	0.711389055590244	0.722448967963166	0.736973305440078	0.708408516812326	0.704333179438602	0.646121572055629	0.575700972133088	0.628274692273896	0.645558329045239	0.684810696590457	0.602012917107824	0.672658898952048
chr15	73231713	73232249	537	*	12	1.20762982125002	0.465501423235231	6.86179800294034	0.000114543588283637	0.446539417294773	16285204	16285215	12	Hypermethylated	15	0.480365329130792	0.454083562805615	0.558046426515415	0.425398380167809	0.644137553641423	0.656344688385518	0.555435640707899	0.606570832036141	0.540784050654118	0.542047327436547	0.558066798380892	0.507311122392976
chr18	81614623	81615058	436	*	12	1.03389063346419	-0.432374170891054	-6.81133543677093	0.000132336767046143	0.446539417294773	18825948	18825959	12	Hypomethylated	-14	0.875398193738528	0.816251894053823	0.870281415269909	0.87351007567931	0.873045665610799	0.822461958693898	0.81329116674501	0.823899857843205	0.840971493231146	0.854129173652696	0.833651475862648	0.819772047374904
chr13	51565278	51566260	983	*	19	2.25944366430169	-0.420986474967842	-6.80583326652745	0.000132336767046143	0.446539417294773	14387216	14387234	19	Hypomethylated	-13	0.648336082215134	0.718158920179819	0.694088488709638	0.715465269772333	0.441812076418725	0.505519700342795	0.53724592716262	0.471137152407723	0.635523565422141	0.581835768571932	0.551102425620626	0.466761865265292
chr14	30051937	30053080	1144	*	18	2.04573232415531	-0.355676042954782	-6.76524092039374	0.000139009209082083	0.446539417294773	15125903	15125920	18	Hypomethylated	-11	0.821501553693584	0.754192176258832	0.809988084870219	0.850559521365805	0.679725466053098	0.646481994003254	0.69814067226684	0.73956289201229	0.750037877994537	0.694873241364779	0.721498913506736	0.672387180950663
chr4	152807136	152807727	592	*	9	0.883958514164115	0.554949820613695	6.7207528564375	0.000152354093153963	0.446539417294773	5205549	5205557	9	Hypermethylated	18	0.511725207842687	0.476779510145161	0.496190909556901	0.445108615758915	0.504271370850984	0.553167517600962	0.582929141511755	0.572576865922225	0.46352021656258	0.459953839449848	0.408254374470518	0.575002714199138
chr2	168983609	168984950	1342	*	23	2.2730096702969	-0.410506727654215	-6.7088985351348	0.00015346616682662	0.446539417294773	2742775	2742797	23	Hypomethylated	-13	0.863858417397318	0.816698397533857	0.757617567678679	0.84204876932675	0.657536771190955	0.638751560938576	0.643893645439381	0.715153778837777	0.797160824401682	0.691715846772497	0.681446509660453	0.70119614745047
chr13	103357180	103357514	335	*	8	0.473657782251175	0.531994077166092	6.6996271714475	0.000155690314171933	0.446539417294773	14807352	14807359	8	Hypermethylated	17	0.49310993963433	0.523435118627592	0.491888313396704	0.63151644533502	0.5327772235838	0.689600510912924	0.635630379376906	0.646210590327564	0.54268294422308	0.659411924884411	0.519197576046631	0.582565939655237
chr12	57562246	57562721	476	*	7	0.885514499464184	0.56568933563534	6.67756791618897	0.0001668110508985	0.446539417294773	13482999	13483005	7	Hypermethylated	18	0.278675532055517	0.392203645510101	0.381575826120929	0.318514752093352	0.398090313870922	0.380530316178479	0.47246351946995	0.387120691523709	0.334070033979773	0.485002568526419	0.390431853282591	0.502953430164967
chr1	164050570	164052248	1679	*	34	5.51416730297927	0.4277748020387	6.67585325827887	0.0001668110508985	0.446539417294773	1122062	1122095	34	Hypermethylated	14	0.719714287604379	0.743005886635998	0.657108280914126	0.484887598454018	0.686755428851464	0.748066372495521	0.841452073140394	0.914365261647426	0.761769031927064	0.778809745704638	0.871541736059096	0.741535621767795
chr5	64195415	64195634	220	*	14	2.64470381576565	-0.559046492937943	-6.64704502952988	0.000184604229661007	0.446539417294773	5669823	5669836	14	Hypomethylated	-18	0.479038620331755	0.405242360128051	0.364220911781507	0.32010233318191	0.587471616624577	0.240530970127909	0.223321192583758	0.32740370760379	0.223749604967981	0.203527633714949	0.257758132808357	0.202592117295179
chr11	12147737	12148605	869	*	9	0.842963118644938	0.421563655811407	6.64546431863579	0.000184604229661007	0.446539417294773	12054694	12054702	9	Hypermethylated	13	0.454990686459371	0.465069037989735	0.496073756544107	0.490585584280714	0.535868531048176	0.624120966592076	0.61661509202872	0.540508012043142	0.50946696654159	0.477776842862652	0.562308492909515	0.538552860991915
chr6	72740717	72741428	712	*	16	1.87573762845494	0.422110465577346	6.63862918832952	0.000184604229661007	0.446539417294773	7035357	7035372	16	Hypermethylated	13	0.313136218913239	0.316997537803522	0.322155555311901	0.38616696636799	0.479560365579389	0.519496283998853	0.478108016360771	0.471478260709702	0.418763324400287	0.43990691416141	0.475941589482611	0.40745347761922
chr5	112511950	112512370	421	*	12	1.17051368800526	-0.411334864097648	-6.62603331675212	0.000194612892714917	0.446539417294773	6060998	6061009	12	Hypomethylated	-13	0.854809981881888	0.822134670546445	0.856918378138143	0.861539425459904	0.788038825450278	0.786693212998816	0.780321755587146	0.728509041954515	0.81956032947256	0.786868753623225	0.761372901674509	0.765748817235268
chr18	75486552	75487024	473	*	12	1.34699469166063	-0.39987184483365	-6.61587396577418	0.0002001732610782	0.446539417294773	18758271	18758282	12	Hypomethylated	-13	0.88254147117939	0.828153811440229	0.815338343971924	0.853645003971939	0.706207546349314	0.763474173500204	0.710238865796846	0.728454789348765	0.761894504936498	0.85534669197403	0.710705462795455	0.760488770116075
chr1	105664548	105666358	1811	*	9	1.22651288806672	0.524805975749947	6.61247831859097	0.000201285334750857	0.446539417294773	718474	718482	9	Hypermethylated	17	0.708506802133676	0.65108983524289	0.678936754005495	0.545624406778555	0.814140021227166	0.791166719474172	0.777299539430999	0.775516253583164	0.800937620372126	0.817450188868237	0.855849935247851	0.78186321123994
chr4	137667446	137667887	442	*	13	1.08674390931472	0.40210739089358	6.58511426268187	0.000214630218822737	0.446539417294773	5025961	5025973	13	Hypermethylated	13	0.704597677740229	0.795378864069636	0.766030382885524	0.731100167010466	0.752260265479014	0.821619582830173	0.856883831315134	0.815133057049094	0.812121533834466	0.795057023845536	0.83080709773229	0.829007134275617
chr2	168373591	168374443	853	*	19	2.55474233519281	0.369308611737655	6.57239664185243	0.000217966439840707	0.446539417294773	2732623	2732641	19	Hypermethylated	12	0.302935365479406	0.203693015982833	0.261875448316279	0.227194890988763	0.370938699871384	0.423964765607843	0.406987131966865	0.327399651932229	0.335409257098805	0.304413662638305	0.402919653153496	0.356463981560272
chr2	152671355	152671731	377	*	20	1.79921108090501	0.413142080886351	6.55654141419931	0.000222414734531333	0.446539417294773	2548915	2548934	20	Hypermethylated	13	0.0714089253791177	0.283423606024774	0.163630509807122	0.161336800745085	0.310283019899237	0.356344539640291	0.370657899048718	0.276029015398811	0.265148849571936	0.273498366033881	0.341490443255208	0.262895888928316
chr8	57092219	57093424	1206	*	15	2.12734124182482	-0.432120922785959	-6.54823427936771	0.000227975102894617	0.446539417294773	9215856	9215870	15	Hypomethylated	-14	0.805897715026101	0.793837657415958	0.836424516597247	0.82127498934899	0.64752193826902	0.629544171900623	0.635982467220899	0.68650494348273	0.735672252570229	0.672167947140559	0.65260320841441	0.709484612998788
chr2	121136615	121137736	1122	*	35	4.15932220843586	-0.343404293945313	-6.54822154477345	0.000227975102894617	0.446539417294773	2306558	2306592	35	Hypomethylated	-11	0.516083138074343	0.621987917182285	0.536474404556012	0.492570980302884	0.589136716358116	0.493746024239584	0.383330454873987	0.440321550139491	0.37323009422277	0.330366583474135	0.453926426093708	0.443209614926558
chr1	75185667	75186212	546	*	30	2.75552555898504	-0.305515870072746	-6.52630581455663	0.00023687169227587	0.446539417294773	500756	500785	30	Hypomethylated	-10	0.262660687049756	0.236241257200799	0.308370650835834	0.20085154553139	0.239985895693637	0.167741456196836	0.144311193152464	0.218939044710204	0.140814474097271	0.114123537499593	0.141146307091405	0.169956225076931
chr13	69534657	69534848	192	*	6	0.540904234412513	0.4916692966406	6.49085114923088	0.000252440723693063	0.446539417294773	14560884	14560889	6	Hypermethylated	16	0.463966284213883	0.565354574459512	0.541016632541741	0.387933253259527	0.5789665853247	0.623487848133151	0.598513078383578	0.483730381377162	0.49994107770335	0.530047157399038	0.483048040555409	0.463870421479177
chr1	71884236	71884667	432	*	15	2.01694861723255	-0.426000884490122	-6.47911423940907	0.00025688901838369	0.446539417294773	467692	467706	15	Hypomethylated	-14	0.873767354314307	0.869838910499436	0.881784521519193	0.841182004747802	0.831457769848576	0.710227010803896	0.785817725784808	0.7603539365731	0.813269101807723	0.814689634464847	0.726504629012471	0.827202047695499
chr4	45121642	45122138	497	*	14	1.16609692350522	-0.373671035735499	-6.46693929919994	0.0002668976814376	0.446539417294773	4271298	4271311	14	Hypomethylated	-12	0.856300434845689	0.776310099619068	0.848538608674379	0.805187958388982	0.697849583543426	0.672280659592064	0.691899167545308	0.731280487210929	0.817197231306575	0.76784825130556	0.736354557524145	0.734712281992691
chr8	112527764	112528350	587	*	8	1.14585149118625	-0.506888849389187	-6.44156637820244	0.000279130491836823	0.446539417294773	9673332	9673339	8	Hypomethylated	-16	0.903161179955534	0.816903144837784	0.839937226918504	0.848009266449434	0.818703637601485	0.777604783935199	0.705894903803497	0.695906025099959	0.788343113822158	0.823230611074815	0.763729091903223	0.715531411732194
chr11	50505696	50506329	634	*	11	1.21970400861005	-0.472201421229177	-6.42324776547464	0.000288027081218077	0.446539417294773	12315655	12315665	11	Hypomethylated	-15	0.923282437215572	0.860476484273762	0.815770000876982	0.864594412137833	0.786955846667385	0.80851499563196	0.682957451365585	0.71176592909183	0.797993686273269	0.78424702368033	0.809635504584852	0.775151633564234
chr10	3994277	3995036	760	*	10	1.13546388245066	-0.516572879838641	-6.42018683134806	0.000291363302236047	0.446539417294773	10923544	10923553	10	Hypomethylated	-16	0.929809177947286	0.95489307446705	0.904602109717289	0.937286283357978	0.869748580078449	0.814071601699202	0.798950983966054	0.816134058776701	0.846525487938084	0.908796767793497	0.839486667963255	0.784131407608307
chr5	53344401	53345106	706	*	15	1.52718813434453	-0.370673246184873	-6.41366324458986	0.00029692367059933	0.446539417294773	5612170	5612184	15	Hypomethylated	-12	0.861023319497203	0.82041891992855	0.862774834057794	0.854173565825242	0.806326538854615	0.730124006262743	0.744836888616909	0.741356199177921	0.752860296483401	0.804570945364107	0.729177292837819	0.771945788055594
chr17	86369948	86372241	2294	*	19	1.19595813185456	0.306855729404094	6.40474259607373	0.000301371965289957	0.446539417294773	18131604	18131622	19	Hypermethylated	10	0.54516546684709	0.591401639373343	0.603728707647235	0.564630954125263	0.574048031986044	0.696812090559682	0.627511644718101	0.700276277285025	0.569484905512036	0.649767049027481	0.701707648416226	0.607127085482936
chr4	154443332	154443999	668	*	15	1.53858678470229	0.381233732846411	6.39522683229565	0.00030693233365324	0.446539417294773	5227554	5227568	15	Hypermethylated	12	0.292190941594444	0.348279992947911	0.207170648694898	0.245420443400732	0.330300034528226	0.274098720819812	0.375638555719388	0.298222169446439	0.340810262075328	0.317494152725067	0.324568929053554	0.355168753794653
chr5	64049398	64049945	548	*	12	1.24360470400724	0.5172226304773	6.39473771854283	0.000309156480998553	0.446539417294773	5668102	5668113	12	Hypermethylated	16	0.13843879481584	0.166496906373516	0.259091395369064	0.161636049044519	0.39329897506626	0.330988044044324	0.404045390155743	0.266082248778808	0.183275130211825	0.263584519890684	0.292958171988404	0.312197552626336
chr5	111376134	111378141	2008	*	36	4.59182606866954	-0.276610348068675	-6.38918826110537	0.00031360477568918	0.446539417294773	6046671	6046706	36	Hypomethylated	-9	0.724482614643888	0.692679467801851	0.727734222249794	0.71762317876524	0.599341927283829	0.624779229578463	0.58005360018502	0.609790715753175	0.623464455930997	0.539307560538866	0.589023816185016	0.519440598698541
chr15	38904871	38905939	1069	*	15	1.81846654344386	-0.339393496367827	-6.3796164106522	0.00031694099670715	0.446539417294773	16071238	16071252	15	Hypomethylated	-11	0.812019307919927	0.826063990980015	0.773509281220588	0.830010111339326	0.78132810450639	0.714125147337618	0.694564848757059	0.75698117634972	0.76869565606988	0.768268951085891	0.743230995959395	0.68939253525544
chr7	120462045	120462949	905	*	16	1.42917313552814	-0.344488629306775	-6.36237224555032	0.000325837586088403	0.446539417294773	8553949	8553964	16	Hypomethylated	-11	0.642826501826442	0.600736734030194	0.563819271119151	0.651155390735939	0.578613552506949	0.56032051592911	0.555914015572329	0.509016609642998	0.608023097444179	0.549697713500794	0.547815164219983	0.582583938132487
chr1	61923528	61923619	92	*	7	0.361586251073399	0.47409146548725	6.33765155895777	0.000339182470160283	0.446539417294773	399460	399466	7	Hypermethylated	15	0.852924450712512	0.913070626262193	0.86172042654188	0.86793321641693	0.868234741536002	0.904834898090556	0.88531851698206	0.881548328881877	0.874424814096644	0.908164578426177	0.863686996093932	0.867972407778698
chr14	98310656	98311413	758	*	16	1.75906270505347	0.462926116364412	6.33686467784378	0.000341406617505597	0.446539417294773	15624103	15624118	16	Hypermethylated	15	0.26979793748656	0.261574641058862	0.243168320917027	0.245905709211494	0.372644877959592	0.372834640468817	0.394667817817492	0.265332405453682	0.27586826385121	0.333897067010198	0.405698742793404	0.327402871543721
chr13	41834376	41835592	1217	*	20	2.15269814219685	0.367179958420105	6.33361222919128	0.000341406617505597	0.446539417294773	14288513	14288532	20	Hypermethylated	12	0.313809300706195	0.342044310354396	0.307353950079556	0.276438402659835	0.388617209074149	0.324392284252324	0.440369261882809	0.468812906019543	0.41322031938417	0.41948196805671	0.441308088881482	0.407134117209334
chr16	41998791	41999057	267	*	7	0.572852799776406	-0.602401540132247	-6.3333649997469	0.000341406617505597	0.446539417294773	16980805	16980811	7	Hypomethylated	-19	0.804694823567906	0.815760773827842	0.768544238694746	0.785850213958295	0.716779750345335	0.711611213835528	0.66165152479371	0.691277796522459	0.807382409994167	0.762255522792009	0.761276704283373	0.663615627379594
chr3	146010302	146011637	1336	*	23	4.19371681075211	0.424603852132496	6.32905883244257	0.000344742838523566	0.446539417294773	3897367	3897389	23	Hypermethylated	14	0.354312692346628	0.342075095281591	0.324486681021994	0.348083644488944	0.487162752314914	0.486462070091395	0.510598132139271	0.557758521985481	0.499885999892235	0.507886461705185	0.546319857437842	0.554903666881635
chr17	7023005	7023401	397	*	11	0.932222905873286	0.408476757029738	6.32322916106125	0.00034696698586888	0.446539417294773	17413017	17413027	11	Hypermethylated	13	0.287254627087789	0.296212389446905	0.264396938197519	0.273061954350125	0.435345429715286	0.372209055368892	0.396445828549428	0.428599744852559	0.372538345938162	0.304008875109194	0.337118565237621	0.40526473679698
chr16	35450656	35451401	746	*	16	2.24482918652422	-0.368356774469673	-6.32261707164924	0.00034696698586888	0.446539417294773	16932966	16932981	16	Hypomethylated	-12	0.746762685337533	0.809702773649132	0.771637757673033	0.798031744655283	0.714773139656313	0.627710320369235	0.608883476862971	0.601234841276028	0.698756147285683	0.667826421668183	0.647940724991636	0.60593885151112
chr8	87607776	87608101	326	*	8	0.642139464131039	-0.533613540846866	-6.31510553428255	0.000351415280559507	0.446539417294773	9446266	9446273	8	Hypomethylated	-17	0.806669879733624	0.845426512678892	0.858485787348707	0.857884788521038	0.711396433960758	0.689427804202172	0.748502265815629	0.755674742018367	0.775113296431527	0.796701960808872	0.7622422587933	0.809422701476075
chr9	44548707	44549519	813	*	17	2.18144539380677	-0.337317691871955	-6.30834620452941	0.000352527354232163	0.446539417294773	10180483	10180499	17	Hypomethylated	-11	0.911842142251658	0.848779597824118	0.880073406322339	0.870743805836765	0.841203357814944	0.788031726098275	0.771101105588954	0.782382497596452	0.823131923932136	0.817230523856931	0.796273113650216	0.734284342719016
chr2	35227601	35228880	1280	*	14	1.83454320575409	-0.360447758000224	-6.30734743867607	0.000352527354232163	0.446539417294773	1695503	1695516	14	Hypomethylated	-11	0.773405026604637	0.726045924141983	0.876864948541859	0.801603397918036	0.793588432969662	0.674108773793071	0.64268219379176	0.716830920869939	0.720574309109026	0.691717600081131	0.657611651310767	0.639887016786666
chr10	122605817	122606475	659	*	10	1.5600209938918	-0.408996392484471	-6.27610998771498	0.00038032919604858	0.446539417294773	11904945	11904954	10	Hypomethylated	-13	0.757252952527829	0.671789213746955	0.635155706050524	0.689674997305285	0.509252302178358	0.554535541302015	0.550536865015027	0.633643921319014	0.600309713519206	0.669793850368228	0.584500777368142	0.543701019799609
chr4	45755509	45757243	1735	*	38	3.43535873225872	-0.270934788147074	-6.26362664024711	0.000391449932775146	0.446539417294773	4279117	4279154	38	Hypomethylated	-9	0.724866206527733	0.764204895686528	0.763191980488643	0.761594852379115	0.70682770279798	0.674255214792421	0.651208931868954	0.665068880043104	0.711810828043535	0.688055366032261	0.662314037604115	0.625409856862144
chr16	89740758	89742132	1375	*	33	2.92339057875386	-0.295345526728626	-6.25473490473759	0.000399234448483743	0.446539417294773	17282221	17282253	33	Hypomethylated	-9	0.637033896710954	0.619782015781879	0.681293674178396	0.604587567887992	0.585855069135209	0.579429752352	0.502016210640409	0.458796294049969	0.54478454467179	0.554960950751494	0.524333358681811	0.512333783536103
chr11	87556097	87557654	1558	*	23	1.8830407548937	0.317743237542067	6.25356096498202	0.0004003465221564	0.446539417294773	12693475	12693497	23	Hypermethylated	10	0.296891535774926	0.283214367373658	0.33218304688701	0.294728517649783	0.444968177663965	0.454192698517368	0.408608779561189	0.425268252111504	0.349340300270391	0.339161297365092	0.330503538901902	0.389361521455996
chr6	135536958	135537502	545	*	14	1.70902552244168	-0.380874073851973	-6.2439235404385	0.000408131037864996	0.446539417294773	7529912	7529925	14	Hypomethylated	-12	0.818591120606149	0.6843281917811	0.76329659586255	0.767427679677777	0.695887630002516	0.671961318718394	0.677280596977042	0.639225403630199	0.692613304514633	0.724163184470431	0.662462506713843	0.680196801039051
chr3	87725500	87726056	557	*	18	2.05220134522915	-0.351257112669071	-6.22999028649642	0.000419251774591563	0.446539417294773	3422016	3422033	18	Hypomethylated	-11	0.836487050504454	0.741214874435821	0.765983555929826	0.699039419554852	0.683129373542567	0.687731452653525	0.574545074913533	0.622360274541282	0.65006599269755	0.717254858825507	0.645407688413071	0.704347001696242
chr16	78114552	78115107	556	*	10	0.834811888118973	0.393837642870598	6.22639024925145	0.000422587995609533	0.446539417294773	17206879	17206888	10	Hypermethylated	13	0.409771839946203	0.513778771269314	0.515279847373938	0.55191808889206	0.543623632980428	0.622329649891144	0.557896916426014	0.473541124466024	0.543231975258697	0.6023186611315	0.526635505866	0.49881810112724
chr12	112299739	112301139	1401	*	33	2.70304485274785	-0.262564100294319	-6.2263858623943	0.000422587995609533	0.446539417294773	13956984	13957016	33	Hypomethylated	-8	0.623640305950659	0.690478126734642	0.605116432566556	0.622636868087696	0.512151031072727	0.47187034258894	0.552563905070572	0.477936146290908	0.587396388200013	0.519248350299805	0.509130133382424	0.538685763711547
chr1	131541966	131542427	462	*	12	0.719055908026956	0.418421840912982	6.21571736633664	0.000432596658663443	0.446539417294773	870983	870994	12	Hypermethylated	13	0.591456154320187	0.493211556579293	0.664213885464084	0.660140330646657	0.680338180449983	0.656154799408475	0.744792748110667	0.627784612391442	0.684220190934553	0.651451715192944	0.684773481663039	0.675757902165993
chr10	71301642	71302290	649	*	16	1.86023647855233	0.350436062517344	6.21150392412847	0.0004337087323361	0.446539417294773	11435850	11435865	16	Hypermethylated	11	0.708994290664234	0.668781382694322	0.699184765999032	0.723163343927707	0.691423085788765	0.792911813694984	0.748232363449195	0.74919678632454	0.751410933360246	0.772047336334909	0.732616234017138	0.775274475729447
chr6	145920399	145920986	588	*	11	1.34974500246539	-0.444198864004712	-6.20481171602808	0.000435932879681413	0.446539417294773	7630596	7630606	11	Hypomethylated	-14	0.873379811443772	0.813145530841078	0.799230690044416	0.844439580985623	0.836831067962168	0.760734553518299	0.806116708147655	0.744857329951382	0.816609560080499	0.759514809141475	0.781345494630765	0.75762738910296
chr3	20011157	20011834	678	*	8	0.932521870309531	0.475436417018672	6.20250319048508	0.00043704495335407	0.446539417294773	2962467	2962474	8	Hypermethylated	15	0.525532257859317	0.516212289425291	0.491389394623081	0.569654039347294	0.630941646103769	0.682915181077646	0.675627503643072	0.695594803955666	0.624715806245319	0.574797422628519	0.636359779705059	0.658703459955295
chr6	52186519	52187299	781	*	21	1.62515582306052	0.279548678840601	6.19549234284433	0.000441493248044696	0.446539417294773	6896293	6896313	21	Hypermethylated	9	0.106045893463951	0.103373073140959	0.0497853670258218	0.0916137873234452	0.106164353351482	0.18776369444881	0.158149908699978	0.182332640338543	0.134961896726548	0.0774066687946941	0.192348986350765	0.236046590881159
